Title,Author,Poem,PoemAnalysis,PoemGoogleCounts
伊州歌,王维,"清风明月苦相思，荡子从戎十载余。
征人去日殷勤嘱，归雁来时数附书。","“伊州”为边地曲调，这首诗是当时梨园著名歌曲。
“清风明月”两句，展现出一位女子在秋夜里苦苦思念远征丈夫的情景。它的字句使人想起古诗人笔下“青青河畔草，郁郁园中柳。盈盈楼上女，皎皎当窗牖。……荡子行不归，空床难独守”（《古诗十九首》）的意境。这里虽不是春朝，却是同样美好的秋晚，一个“清风明月”的良宵。虽是良宵美景，然而“十分好月，不照人圆”，给独处人",9870
题君山,雍陶,"烟波不动影沉沉，碧色全无翠色深。
疑是水仙梳洗处，一螺青黛镜中心。",君山又名洞庭山，在洞庭湖中。八百里洞庭，烟波浩渺，正如范仲淹《岳阳楼记》所描述的：“浩浩汤汤，横无际涯。”所以历代诗人们往往叹服于它的壮阔，留下了“气蒸云梦泽，波撼岳阳城”（孟浩然《临洞庭湖赠张丞相》）、“吴楚东南坼，乾坤日夜浮”（杜甫《登岳阳楼》）等名句。也有以神话传说来虚写君山之美的，如方干的同题诗：“元是昆仑山顶石，海风吹落洞庭湖。”而雍陶的这首,9830
偶见,韩偓,"秋千打困解罗裙，指点醍醐索一尊。
见客入来和笑走，手搓梅子映中门。","宋李清照《点绛唇》云：“蹴罢秋千，起来慵整纤纤手。露浓花瘦，薄汗轻衣透。见有人来，袜刬金钗溜，和羞走。倚门回首，却把青梅嗅。”读了韩偓这首绝句，可知，李词化用了韩诗。联系二人的其他作品，不难看出，李清照对韩偓非常欣赏，她受韩的艺术影响多方而深刻。
诗人摄下的是一组小镜头，一次简短的“偶见”，然而却意趣盎然。
一个打秋千的姑娘，在尽情玩乐之后，感到好不困乏慵懒，便放情地解脱罗裙，只剩下一点短衣。同时她又有些口渴，便向侍者招呼",9810
送李侍御赴安西,高适,"行子对飞蓬，金鞭指铁骢。功名万里外，心事一杯中。
虏障燕支北，秦城太白东。离魂莫惆怅，看取宝刀雄！","这是一首被后人誉为“盛唐五言律第一”的律诗。高适集中，古诗居多，律诗较少，因律诗束缚较多，不易表达自由奔放的豪情。不过，因酬唱送别，大都采用律诗的形式，故不能不作。但对于一个大诗人，岂能为此所囿？于是著处生春，写得与古诗有异曲同工之妙。
“李侍御”，名未详。“安西”，即安西都护府，治所在今新疆库车县。此诗为送友人从军塞外而作，其中强烈反映了立功异域的战斗激情，乐观豪迈的昂扬意绪。纵横捭阖，气冲霄汉，读之如闻壮士长啸于山巅，撼人心魄。
首联“行子对飞蓬，金鞭指铁骢”，紧扣题意，写李侍御即将跨马远征。以“飞蓬”喻“行子”，虽为传统笔法，但“飞蓬遇飘风而行千里”（战国商鞅《商君书•禁使》）的形象，自然使人联想到“行子”身影的轻疾，可谓形神毕现。“铁骢”为青黑色相杂的马，本已矫健迅疾，再加上主人挥鞭，自然是凌厉如飞了。而且各用一“金”“铁”来修饰“鞭”和“骢”，给人以坚强的力度。故一发端",9800
苏台览古,李白,"旧苑荒台杨柳新，菱歌清唱不胜春。
只今惟有西江月，曾照吴王宫里人。","苏台即姑苏台。相传是吴王夫差特意扩建来和西施嬉戏作乐为长夜之饮的地方。李白为此写过一首《乌栖曲》，诗中有云：“姑苏台上乌栖时，吴王宫里醉西施。”贺知章初读其诗，叹赏苦吟曰：“此诗可以泣鬼神矣！”这首绝诗取材与之相同，但是在情感体验的表达方式和艺术技巧的处理上，却呈现出另一种韵味，同样是一首可以泣鬼神的绝唱。
兴由“苏台览古”而起，则今日所见之苑囿台榭，已非昔日之苑囿台榭；今日苑囿台榭的杨柳青青，无边春色，不仅令人想起它曾",9790
邯郸少年行,高适,"邯郸城南游侠子，自矜生长邯郸里。
千场纵博家仍富，几度报仇身不死。
宅中歌笑日纷纷，门外车马常如云。
未知肝胆向谁是，令人却忆平原君！
君不见即今交态薄，黄金用尽还疏索。
以兹感叹辞旧游，更于时事无所求。
且与少年饮美酒，往来射猎西山头。","这是给高适带来极大声誉的诗作之一，作于青年时代。与高适同时的殷璠在《河岳英灵集》中说：“（高适）性拓落，不拘小节，耻予常科。隐跡博徒，才名自远，然适诗多胸臆语，兼有气骨，故朝野通赏其文。……且余所最深爱者：‘未知肝胆向谁是，令人却忆平原君！’”可见此诗在当时的影响之大。
“邯郸”为战国时赵国都城，即今河北邯郸市。“少年行”为乐府旧题，属杂曲歌辞。高适在诗中以“邯郸少年”（即诗中之“游侠子”）自况，借描写他们放荡不羁的生活和世态炎凉的际遇，抒发了自己壮志难酬的激愤之情。诗歌写得豪宕激昂，“气骨”铮铮，充分体现了高适“以气取篇”的特点。
“邯郸城南游侠子，自矜生长邯郸里”，前句交代了“游侠子”居住的地方——都城邯郸。这里历史悠久，街市繁华，歌舞发达，士多慷慨。正因如此，他们才感到有一种优越感而“自矜”，即自我夸耀。“自矜”这一举动把“游侠子”的自负自得之态传达得十分生动。而且以散句发端，“邯郸”一词",9790
北风行,李白,"烛龙栖寒门，光耀犹旦开。
日月照之何不及此，唯有北风号怒天上来。
燕山雪花大如席，片片吹落轩辕台。
幽州思妇十二月，停歌罢笑双蛾摧。
倚门望行人，念君长城苦寒良可哀。
别时提剑救边去，遗此虎文金鞞靫。
中有一双白羽箭，蜘蛛结网生尘埃。
箭空在，人今战死不复回。
不忍见此物，焚之已成灰。
黄河捧土尚可塞，北风雨雪恨难裁！","唐王朝的由盛而衰，除了统治者的荒淫、政事的腐败和社会矛盾突出之外，安禄山、史思明的叛乱是一个直接的打击。但战乱的受害者首先是无辜的平民，唐人的不少边塞诗，像“醉卧沙场君莫笑，古来征战几人回”（王翰《凉州词》）、“可怜无定河边骨，犹是春闺梦里人”（陈陶《陇西行》），直接表现了战争的残酷和摧毁生命的惨无人道。而唐人的思妇诗，写离人之悲苦不幸，则另具一种感染力。李白的这首《北风行》就是其中的佳作。
唐金昌绪的《春怨》：“打起黄莺儿，莫教枝上啼。啼时惊妾梦，不得到辽西。”那是首“迷你”的、大题小做的绝句，手法是含蓄温婉的，情绪是怨而不怒的。相比之下，李白这首仿乐府《北风行》之作，则如天外飙驰，海上涛涌，其设喻之瑰奇，造语之夸张，感",9780
送魏二,王昌龄,"醉别江楼橘柚香，江风引雨入舟凉。
忆君遥在潇湘月，愁听清猿梦里长。",诗作于王昌龄贬龙标尉时。在一个清秋的日子送别魏二，饯宴设在靠江的高楼上，空中飘散着橘柚的香气，环境幽雅，气氛温馨。这一切因为朋友即将分手而变得尤为美好。这里叙事写景已暗含依依惜别之情。“今日送君须尽醉，明朝相忆路漫漫”（唐代贾至《送李侍郎赴常州》），首句“醉”字，暗示着“酒深情亦深”,9760
送沈子福归江东,王维,"杨柳渡头行客稀，罟师荡桨向临圻。
唯有相思似春色，江南江北送君归。","王维是南宗山水画的开派大师，其《画论》云：“渡口只宜寂寂，人行须是疏疏”“晚景则山含红日，帆卷江渚，路行人急，半掩柴扉”。对照他的画论，读此诗前两句，不是俨然摩诘之画么？
“杨柳渡头行客稀”，杨柳的茂密与行人的稀疏形成对比。不让笔下的行人喧宾夺主，破坏渡口的清寥环境，同时也通过这清寥优美的境界，约略展示了一点临别的惆",9740
秋兴八首（其二）,杜甫,"夔府孤城落日斜，每依北斗望京华。
听猿实下三声泪，奉使虚随八月槎。
画省香炉违伏枕，山楼粉堞隐悲笳。
请看石上藤萝月，已映洲前芦荻花。","这首诗承“白帝城高急暮砧”（《秋兴人首》其一），因夔府暮景而忆长安，是一望京华。
长安在夔州正北，即北斗所指方向，北斗可见而长安不见，故只好循北斗方向而望之，“每”字说明夜夜如此。“每依北斗望京华”是诗中一大关纽，提挈三章（包括本首和以下两首）",9690
秋兴八首（其七）,杜甫,"昆明池水汉时功，武帝旌旗在眼中。
织女机丝虚夜月，石鲸鳞甲动秋风。
波漂菰米沉云黑，露冷莲房坠粉红。
关塞极天惟鸟道，江湖满地一渔翁。","这首诗想象昆明池盛衰变化，是故国之思三。
昆明池在长安西南二十里，周回四十里，汉武帝元狩三年（前120）仿滇池而凿，以习水战，",9640
幸蜀西至剑门,李隆基,"剑阁横云峻，銮舆出狩回。翠屏千仞合，丹嶂五丁开。
灌木萦旗转，仙云拂马来。乘时方在德，嗟尔勒铭才。",宋朝计有功《唐诗纪事》卷二载有该诗的本事：“帝幸蜀，西至剑门，题诗曰：……至德二年，普安郡守贾深勒石。”“幸蜀西至剑门”数字与诗题相合，似云幸蜀途中初至剑门。但诗曰：“銮舆出狩回。”则是车驾返京语气。故清人沈德潜对此感到困惑，说：“至剑门而云出狩回，未解。”（《唐诗别裁集》）其实，至德二载是玄宗幸蜀返京之年。《旧唐书•唐玄宗纪》和《资治通鉴》的记载相同：十月，肃宗遣中使啖廷瑶入蜀奉迎，当月车驾离蜀，十一月至凤翔，十二月至京。又据唐代李吉甫《元和郡县图志》载，普安郡即剑州，剑门就在剑州境内。玄宗车驾返京，经行剑阁，作有是诗，州刺史以为中兴盛事，勒石以示纪念。此诗境界开阔，基调高昂，也不,9550
深院,韩偓,"鹅儿唼喋栀黄嘴，凤子轻盈腻粉腰。
深院下帘人昼寝，红蔷薇架碧芭蕉。","韩偓用一支色彩浓重的画笔写景咏物，创作出不少别开生面的作品。《深院》是其中之一。由对大自然山川的浑灏的歌咏，转入对人的居住环境更为细腻的描写，似乎标志写景诗在唐末的一个重要转机。从此以后，我们就要听到许多“庭院深深深几许”（宋欧阳修《蝶恋花》）的歌唱了。
“深院”之“深”，似乎不仅是个空间的观念，而且攸关环境气氛。一般说，要幽才能“深”，但诗人笔下却给我们展示了一幅闹春的小景：庭院内，黄嘴的鹅雏在呷",9380
汾阴行,李峤,"君不见昔日西京全盛时，汾阴后土亲祭祀。
斋宫宿寝设储供，撞钟鸣鼓树羽旂。
汉家五叶才且雄，宾延万灵朝九戎。
柏梁赋诗高宴罢，诏书法驾幸河东。
河东太守亲扫除，奉迎至尊导銮舆。
五营夹道列容卫，三河纵观空里间。
回旌驻跸降灵场，焚香奠醑邀百样。
金鼎发色正焜煌，灵祗炜烨摅景光。
埋玉陈牲礼神毕，举麾上马乘舆出。
彼汾之曲嘉可遊，木兰为楫桂为舟。
櫂歌微吟彩鹢浮，箫鼓哀鸣白云秋。
欢娱宴洽赐群后，家家复除户牛酒。
声明动天乐无有，千秋万岁南山寿。
自从天子向秦关，玉辇金车不复还。
珠帘羽扇长寂寞，鼎湖龙髯安可攀。
千龄人事一朝空，四海为家此路穷。
豪雄意气今何在，坛场宫馆尽蒿蓬。
路逢故老长叹息，世事回环不可测。
昔时青楼对歌舞，今日黄埃聚荆棘。
山川满目泪沾衣，富贵荣华能几时？
不见只今汾水上，唯有年年秋雁飞。","这是一首怀古诗，吟咏汉武帝行幸河东（战国、秦、汉以今天山西西南一带为河东），祭祀汾阴后土的史事。这在《汉书•武帝纪》《汉武故事》里都有记载。
诗采用歌行体。以乐府歌行里常见的“君不见”三字领起开篇。以下基本上以四句一顿，节次分明地进行叙事、议论。诗首先点明汉武帝亲往河东祭祀汾阴后土，是在国力强大、走向极盛时期的举动。对于这次行幸河东，准备工作做得很充分。斋戒的宫殿，宿寝的楼阁，都储备陈设了供行幸之用的物品。行幸时，规模浩大，威仪凛凛，钟鼓铿锵，嘹亮悦耳，旌旗蔽空，迎风飘拂。这四句，实际上对汉武帝行幸河东作了简要的概写。然后，诗作一顿挫，从汉初到武帝以来历史发展的角度，写出行幸河东乃是",9360
画松,景云,"画松一似真松树，且待寻思记得无？
曾在天台山上见，石桥南畔第三株。","好的艺术品往往具有一种褫魂夺魄的感召力，使观者或读者神游其境，感到逼真。创作与鉴赏同是形象思维，而前者是由真到“画”，后者则由“画”见真。这位盛唐诗僧景云（他兼擅草书）的《画松》诗，就惟妙惟肖地抒发了艺术欣赏中的诗意感受。
一件优秀作品给人的第一印象往往就很新鲜、强烈，",9310
移家别湖上亭,戎昱,"好是春风湖上亭，柳条藤蔓系离情。
黄莺久住浑相识，欲别频啼四五声。",诗人原先面湖居家，环境条件不错。湖上有亭，亭外有树，藤蔓蒙络，柳条茂密，小鸟甚多，生机盎然。“湖上亭”是这个环境中的标志性建筑,9240
闻雨,韩偓,"香侵蔽膝夜寒轻，闻雨伤春梦不成。
罗帐回垂红烛背，玉钗敲着枕函声。","以雨入诗，并不罕见，而这首却与众不同，须细细体味。从“蔽膝”“玉钗”等词，知道所写的是一位女子。诗的第二句不仅扣合了“闻雨”的题目，而且点出了“伤春”的意旨。而从“梦不成”的遗憾，则知她有一种十分强烈的憧憬——这显然是爱情的暗示。于是，我们可以明白：她“伤春”的真正底蕴原是相思，而“闻雨”则是强化这种相思的一个媒介。
诗打起始就着力于氛围的烘托。“夜寒轻”，既",9200
长信秋词五苜（其三）,王昌龄,"奉帚平明金殿开，且将团扇共徘徊。
玉颜不及寒鸦色，犹带昭阳日影来。",这个诗题，《乐府诗集》作《长信怨》，来源于西晋陆机《婕妤怨》。什么是“婕妤怨”呢？“婕妤”本为宫中女官名，汉成帝时有一位班婕妤，以美而能文受宠。后来成帝移情于赵飞燕、赵合德姊妹，班婕妤忧谗畏妒，自请到长信宫侍奉太后，作《怨歌行》云：“新裂齐纨素，皎洁如霜雪。裁为,9190
玉台体,权德舆,昨夜裙带解，今朝蟢子飞。铅华不可弃，莫是藳砧归！,"南朝徐陵曾编选梁代以前的诗十卷，定名为“玉台新咏”。集中大多数的诗或写男女情思，或写闺阁情事，或写宫闱情景，或写美人风姿，即古人所谓“言情”诗，后来就成为了一种诗歌流派，名为“玉台体”。古人曾评论玉台体的风格特色为：“哀以思”“香而艳”。后世理学占了上风，“言情”诗被当作了“艳情”诗，遭到道学家们的排斥。宋代严羽《沧浪诗话•诗体》中说：“今但谓纤艳曰玉台，非也。”可见那个时候“玉台体”的名声已经不雅了。
至少在唐代，玉台体的名声还",9010
送李判官之润州行营,刘长卿,"万里辞家事鼓鼙，金陵驿路楚云西。
江春不肯留行客，草色青青送马蹄。","润州，故治在今江苏镇江，距金陵相近，故唐人也称润州为金陵。诗人送一位做判官（地方长官的僚属）的南方朋友赴军，深厚的友情，倾注于这首情意依依的诗中。
前两句先写出其人分别之因与所到之地。首句句内倒装，应是“辞家万里事鼓鼙”，“万里”径置句首，突出此行迢迢，是为长离之别，为下文开出不尽天地。“事鼓鼙”，犹言从事军务，“金陵（润州）驿路”是驰马赴往所在。不",8930
溪上遇雨二首（其二）,崔道融,"坐看黑云衔猛雨，喷洒前山此独晴。
忽惊云雨在头上，却是山前晚照明。","唐诗中写景通常不离抒情，而且多为抒情而设。即使纯乎写景，也渗透作者主观感情，写景即其心境的反光和折射；或者用着比兴，别有寄托。而这首写景诗不同于一般唐诗。它是咏夏天的骤雨，你既不能从中觅得何种寓意，又不能视为作者心境的写照。因为他实在是为写雨而写雨。
从诗的艺术手法看，它既不合唐诗通常的含蓄蕴藉的表现手法，也没有通常写景虚实相生较简括的笔法。它的写法可",8910
还陕述怀,李世民,"慨然抚长剑，济世岂邀名！星旗纷电举，日羽肃天行。
遍野屯万骑，临原驻五营。登山麾武节，背水纵神兵。
在昔戎戈动，今来宇宙平。","这首五言短排是李世民诗创作中最优秀的篇目之一。从内容可以判定，它是唐王朝创建初期，李世民率师平定关东割据势力，回师关中时创作的。
全诗可分为三层。首联一层：“慨然抚长剑，济世岂邀名！”作者刚从前线凯旋，身披戎装，战尘仆仆，目睹关中山河呈现出一派升平景象，想起此前战争的艰辛，前线将士们的浴血奋战，不禁手抚长剑，慨然长叹。平定",8860
"菩提寺禁裴迪来相看说逆贼等
凝碧池上作音乐供奉人等举声
便一时泪下私成口号诵示裴迪",王维,"万户伤心生野烟，百官何日再朝天。
秋槐叶落空宫里，凝碧池头奏管弦。","安史之乱是一场民族大灾难，是唐代社会由盛转衰的转折点。王维身处其时，既感受过盛唐气象，又目睹了安史之乱中的破坏，强烈的反差使他对盛唐充满了眷念，对满目破败也倍感痛心。这首诗中表现的就是这种伤乱之情。
据《旧唐书•王维传》：“禄山陷两京，玄宗出幸，维扈从不及，为贼所得。维服药取痢伪称瘖病。禄山素怜之，遣人迎置洛阳，拘于普施寺，迫以伪署。”又据载，安禄山大宴凝碧池，“大陈御库珍宝，罗列于前后。乐既作，梨园旧人不觉歔欷，相对泣下。群逆皆露刃持满以",8800
山石,韩愈,"山石荦确行径微，黄昏到寺蝙蝠飞。
升堂坐阶新雨足，芭蕉叶大栀子肥。
僧言古壁佛画好，以火来照所见稀。
铺床拂席置羹饭，疏粝亦足饱我饥。
夜深静卧百虫绝，清月出岭光入扉。
天明独去无道路，出入高下穷烟霏。
山红涧碧纷烂漫，时见松枥皆十围。
当流赤足踏涧石，水声激激风吹衣。
人生如此自可乐，岂必局束为人？
嗟哉吾党二三子，安得至老不更归？","贞元十七年（801）韩愈辞徐州张建封幕职，在洛闲居候调时游洛阳北面惠林寺作此诗，具体时间是旧历七月二十二日。诗以首二字为题，写其与友朋李景兴、侯喜等黄昏投宿山寺及翌日遍游山水的经过。
前四句写雨后之黄昏，到寺所见。“黄昏到寺蝙蝠飞”，写山寺暮色情景宛然，闻一多有“黄昏中织满蝙蝠的翅膀”（《口供》），意象即类此；“芭蕉叶大栀子肥”传“雨足”之神，“肥”、“大”二字表现出一种阳刚之美，为元好问所赞赏。继四句写寺僧的接待。先是参观寺庙，最有看头的是壁画，因为时已入夜，所以燃灯观看",8780
腊日观咸宁王部曲娑勒擒虎歌,卢纶,"山头曈曈日将出，山下猎围照初日。
前林有兽未识名，将军促骑无人声。
潜形踠伏草不动，双旋转群鸦鸣。
阴方质子才三十，译语受词蕃语揖。
舍鞍解甲疾如风，人忽虎蹲兽人立。
歘然扼颡批其颐，爪牙委地涎淋漓。
既苏复吼抝仍怒，果叶英谋生致之。
拖自深丛目如电，万夫失容千马战。
传呼贺拜声相连，杀气腾凌阴满川。
始知缚虎如缚鼠，败寇降羌在眼前。
祝尔嘉词尔无苦，献尔将随犀象舞。
苑中流水禁中山，期尔攫搏开天颜。
非熊之兆庆无极，愿纪雄名传百蛮。","古人以十二月初八为“腊日”。腊日出猎，为古人传统习惯。“咸宁王”，是咸宁郡王浑瑊的封号。“部曲”，指部将。“娑勒”，擒虎壮士的名字。
这首诗的主旨是通过壮士擒虎场面的描写，来赞美作者的府主咸宁郡王浑瑊。据卢纶行踪及浑瑊的经历，此诗约作于贞元前期。全诗可分为三大段：“山头”八句是第一段，写围猎时发现猛虎，浑瑊命部将娑勒擒虎。“舍鞍”八句是第二段，描绘壮士生擒猛虎的壮观场面。“传呼”以下十句为第三段，写随从围猎的部下向咸宁郡王祝贺，归结到歌颂的本意。
诗的开篇从出猎写起，“山头曈曈日将出”，是围猎队伍出发时所见到的景象：太阳尚未出山，吐露的光芒却已映红了山头。“山下猎围照初日”，言围猎开始时，已是旭日初升了。这两句写日出之景，既见出时空的变化，又起得堂堂正正，令人精神为之一振。“前林有兽未识名，将军促骑无人声”，行动刚刚开始，就有好消息传来：前面林中发现猎物，因为林木的遮蔽，一时还不知是什么动物，这时，将军催马向前，率先进行搜索，大家则严阵以待，悄无人声。这里说“将军促骑”，点明了此诗歌颂的主要对象，显示出将军的英勇无畏，指挥若定，下文娑勒擒虎，就是在将军查明“敌情”后，命他进行的，通篇行文，也都围绕将军展开。“潜形踠伏草不动，双旋转群鸦鸣”，上句写虎潜伏草间，纹丝不动，实际上一是想躲开众人的搜索，二是蓄势待发，准备和人进行搏斗。下句写环境气氛，“双”，当为将军之物，用以侦察猎物的，“”在空中盘旋，惊得群鸦乱鸣，这",8770
行路难,卢照邻,"君不见长安城北渭桥边，枯木横槎卧古田。
昔日含红复合紫，常时留雾亦留烟。
春景春风花似雪，香车玉舆恒阗咽。
若个游人不竞攀，若个倡家不来折。
倡家宝袜蛟龙帔，公子银鞍千万骑。
黄莺一向花娇春，两两三三将子戏。
千尺长条百尺枝，丹桂青榆相蔽亏。
珊瑚叶上鸳鸯鸟，凤凰巢里雏鹓儿。
巢倾枝折凤归去，条枯叶落狂风吹。
一朝零落无人问，万古摧残君讵知？
人生贵贱无终始，倏忽须臾难久恃。
谁家能驻西山日？谁家能堰东流水？
汉家陵树满秦川，行来行去尽哀怜。
自昔公卿二千石，咸拟荣华一万年。
不见朱唇将白貌，惟闻素棘与黄泉。
金貂有时须换酒，玉尘但摇莫计钱。
寄言坐客神仙署，一生一死交情处。
苍龙阙下君不来，白鹤山前我应去。
云间海上邈难期，赤心会合在何时？
但愿尧年一百万，长作巢由也不辞！","从汉“柏梁体”始，吸收六朝声律对仗，七言逐步赶上甚至超过五言；并于初唐开始分流，一为新兴近体律绝，一承乐府歌行。初唐四杰在完善近体体制的同时，于七古也做出了巨大贡献。如杨炯在《王勃集序》中所说：“徒纵横以取势，非鼓怒以为资。长风一振，众萌自偃。”卢照邻的《长安古意》与《行路难》就是这方面的代表作，可以同张若虚《春江花月夜》、刘希夷《代悲白头翁》相颉颃，开丽辞长歌风气之先，从形貌气度也能辨认其渊源。
《行路难》为《乐府•相和歌辞》旧题，在卢照邻前，鲍照即有名作传世，为七言，仄声促韵与长句宛转，易于表达悒郁不平之气。卢照邻这一首则从容舒展，多次转韵，体现徐缓不迫之致；其声律、修辞、设色与对仗明显地受六朝诗歌影响，反映了这一诗体诗风转变期的艺术特点。
全诗共四十句，分两大段，铢两相称，平分秋色",8610
春日醉起言志,李白,"处世若大梦，胡为劳其生？所以终日醉，颓然卧前楹。
觉来眄庭前，一鸟花间鸣。借问此何时？春风语流莺。
感之欲叹息，对酒还自倾。浩歌待明月，曲尽已忘情。","李白天宝元年奉诏入京，供奉翰林。由于他疾恶如仇，性情孤傲，不肯与李林甫、高力士等权奸合作，很快便受到排斥打击。他感到官场的黑暗污浊，上层统治者内部的腐朽衰败，内心感到十分苦闷，因此他常常以酒浇愁，沉饮市井。杜甫曾有诗云：“李白斗酒诗百篇，长安市中酒家眠。天子呼来不上船，自称臣是酒中仙。”（《饮中八仙歌》）这首诗就是他醉歌中的一首。
“处世若大梦，胡为劳其生？”道家和佛家，都把人生看作是一场梦，认为人生不过是一场虚幻，只有育化万物又为万物归宿的“道”及普度众生的",8600
渡湘江,杜审言,"迟日园林悲昔游，今春花鸟作边愁。
独怜京国人南窜，不似湘江水北流。",唐中宗时作者被贬峰州，这首诗当作于流放途中。从现存传记资料和存诗看，作者是一个率性的人，喜好交游活动。有一次扈从武则天到长安，待到第二年春天，写过一首《春日京中有怀》的律诗，诗打头就说：“今年流寓独游秦，愁思看春不当春”，人回不到洛阳，连春天都不当春天了。这首诗的前两句，如出一辙，“迟日”语出“春日迟迟”（《诗经,8190
南朝,李商隐,"地险悠悠天险长，金陵王气应瑶光。
休夸此地分天下，只得徐妃半面妆。","人到晚年喜欢回忆，而怀古咏史诗亦即对过去历史的回忆。晚唐犹如人生的晚年，故多回忆性的怀古诗。李义山与杜牧都有许多咏史怀古诗，杜牧咏史好为翻案，往往从反面往更深一层去写。义山则好用对比手法，展现历史的实质与规律。
此诗最显著特征就是采用了拼接组合的对比手法，提示出南朝之所以短命的原因。前两句谓六朝建都的金陵有虎踞龙盘之固，且面临长江天堑，南朝统治者自持天地之险，王气上应天象，可以江山永固，划江而立，长保均分天下之势，这是自嬴秦以来，特别是江东孙吴以降的固有说法。然除了东晋以外，政权存在都不算长，六个朝代像走马灯一样不停更换",8140
宫词二十七首（其十三）,王涯,"白雪猧儿拂地行，惯眠红毯不曾惊。
深宫更有何人到，只晓金阶吠晚萤。","这是一首宫怨诗，诗中无一怨字，只有一只“吠晚萤”的小狗，却将宫女心中的寂寞、失落表现得淋漓尽致。
唐代的宫中很流行养宠物，有狗、鹦鹉等。诗中的“白雪猧儿”是一种哈巴狗，形体很小，原产自西域的康国，是稀有的品种，宫中叫作“猧儿”，在当时，是一种世界名犬。宠物的档次是一个人身份和地位的象征。杨贵妃就曾怀抱一只白色的猧儿。传说一次唐明皇与人下棋，眼看就要输了，在旁边观战的杨贵妃就故意",8120
田家,聂夷中,父耕原上田，子劚山下荒。六月禾未秀，官家已修仓。,"中晚唐为数众多的悯农诗中，短小精悍之作首推李绅《悯农》二首，下来就要算聂夷中《田家》了。乍看去，此诗的内容之平常、语言之明白、字句之简单，几乎没什么奥妙可言，但它能以最少的文字取得了很大的效果，显得十分耐读，又绝不是偶然的。
封建时代农民遭受剥削的主要形式是地租剥削。在唐末那样的乱世，封建国家开支甚巨而资用匮乏，必然加重对农民的榨取。此诗的写作目",8040
宫词,顾况,"玉楼天半起笙歌，风送宫嫔笑语和。
月殿影开闻夜漏，水精帘卷近秋河。","宫词是以宫廷生活为题材的诗。谈到宫词创作，人们多追溯到中唐王建的《宫词》百首。按，王建《宫词》百首，当完成于敬宗时（参迟乃鹏《王建研究丛稿•王建年谱》）。从现存资料看，最早以《宫词》作诗题，当推唐诗人顾况，况今存宫词六首，此其一。
“玉楼天半”，几近九重，就不同寻常富贵人家。其",8040
潼关河亭,薛逢,"重岗如抱岳如蹲，屈曲秦川势自尊。
天地并功开帝宅，山河相凑束龙门。
橹声呕轧中流渡，柳色微茫远岸村。
满眼波涛终古事，年来惆怅与谁论。","“潼关”，古称桃林塞，它西薄华山，东接桃林，北拒黄河，南近商岭，扼中原入关中咽喉，为晋、陕、豫三省要冲，是古代兵家必争之地，东汉建安年间，曹操击败马超，始于此建关，因临潼水而得名。潼关形胜，历来为诗人所题咏。薛逢此诗以其阔大的境界、非凡的气势写出了潼关天险，抒发了诗人面对天险形胜的感慨。
诗的前四句以浑灏之笔写潼关形胜。“重岗如抱岳如蹲”一句造境雄奇挺健，“抱”“蹲”二字勾画潼关一带山峦面貌，将西岳华山雄镇潼关的独尊气势传神地描摹出来，与杜甫诗句“西岳崚赠竦处尊，诸峰罗立似儿孙”（《望岳》）同为传神妙笔。这第一句从潼关附近山岳的垂直空间落笔，给人以峻峭之感。“屈曲秦川势自尊”，由横向空间承接",7890
秋夜泛舟,刘方平,"林塘夜泛舟，虫响荻飕飕。万影皆因月，千声各为秋。
岁华空复晚，乡思不堪愁。西北浮云外，伊川何处流。","这是一首写秋天的小诗。秋山如画、秋叶如丹、秋水澄澈、秋空高远、秋菊傲霜、秋雁横空、秋气肃杀、秋容惨淡……乃至秋花秋月秋雨秋风，这一切可以被拿来作为咏秋的材料，古往今来几乎都已被诗人写尽，变成了套话，以致在读诗的人头脑中也已形成了思维定势和审美疲劳。刘方平却另辟蹊径，写秋声和月影，一联绝妙的“万影皆因月，千声各为秋”，新颖、精致、鲜活、优美，立即使它在一切咏秋的陈词滥调中脱颖而出。
试想：在一个秋天的夜晚，荡桨在银色月光朗照的池塘上，是一个多么静谧优美的画面！而为这美景增添诗意的还有四周葱茏的花",7800
渡浙江问舟中人,孟浩然,"潮落江平未有风，扁舟共济与君同。
时时引领望天末，何处青山是越中？","孟浩然诗主要以五言擅场，风格浑融冲淡。诗人将自己特有的冲淡风格施之七绝，往往“造境飘逸，初似常语”而“其神甚远”（陈延杰《论唐人七绝》）。此诗就是这样的高作。
孟浩然于开元初至开元十二三年间（713—725），数度出入于张说幕府，但并不得意，于是有吴越之游，开元十三年（725）秋自洛首途，沿汴河南下，经广陵渡江至杭州。然后渡浙江之越州（今浙江绍兴），诗即作于此时。
在杭州时",7680
润州,杜牧,"向吴亭东千里秋，放歌曾作昔年游。
青苔寺里无马迹，绿水桥边多酒楼。
大抵南朝皆旷达，可怜东晋最风流。
月明更想桓伊在，一笛闻吹出塞愁。",玩诗意当是重游润州（江苏镇江）之作，润州在六朝为京都近辅，人文荟萃，杜牧时已今非昔比。首联点明故地重游，向吴亭在丹阳县东面，,7630
